"2015-09-16 11:11:21",admin,"Вход в систему управления",4,-,http://shop.albico.by/admin/index.php,37.212.211.90
"2015-09-16 11:11:30",admin,"Доступ к модулю ""template"" разрешен",1,"Демонстрационый сайт HostCMS 6 19.08.2015 15:05:13",http://shop.albico.by/admin/template/index.php,37.212.211.90
"2015-09-16 11:11:32",admin,"Доступ к модулю ""template"" разрешен",1,"Демонстрационый сайт HostCMS 6 19.08.2015 15:05:13",http://shop.albico.by/admin/template/index.php?template_dir_id=1,37.212.211.90
"2015-09-16 11:11:36",admin,"Доступ к модулю ""template"" разрешен",1,"Демонстрационый сайт HostCMS 6 19.08.2015 15:05:13",http://shop.albico.by/admin/template/index.php?template_dir_id=1,37.212.211.90
"2015-09-16 11:11:44",admin,"Доступ к модулю ""template"" разрешен",1,"Демонстрационый сайт HostCMS 6 19.08.2015 15:05:13",http://shop.albico.by/admin/template/index.php?template_dir_id=1&hostcms[checked][1][14]=1,37.212.211.90
"2015-09-16 11:11:51",admin,"Доступ к модулю ""shop"" разрешен",1,"Демонстрационый сайт HostCMS 6 19.08.2015 15:05:13",http://shop.albico.by/admin/shop/index.php,37.212.211.90
"2015-09-16 11:11:54",admin,"Доступ к модулю ""shop"" разрешен",1,"Демонстрационый сайт HostCMS 6 19.08.2015 15:05:13",http://shop.albico.by/admin/shop/index.php,37.212.211.90
"2015-09-16 11:11:57",admin,"Доступ к модулю ""shop"" разрешен",1,"Демонстрационый сайт HostCMS 6 19.08.2015 15:05:13",http://shop.albico.by/admin/shop/,37.212.211.90
"2015-09-16 11:12:18",admin,"Доступ к модулю ""shop"" разрешен",1,"Демонстрационый сайт HostCMS 6 19.08.2015 15:05:13",http://shop.albico.by/admin/shop/index.php?hostcms[checked][1][4]=1,37.212.211.90
"2015-09-16 11:13:58",admin,"Доступ к модулю ""template"" разрешен",1,"Демонстрационый сайт HostCMS 6 19.08.2015 15:05:13",http://shop.albico.by/admin/template/index.php,37.212.211.90
"2015-09-16 11:13:59",admin,"Доступ к модулю ""template"" разрешен",1,"Демонстрационый сайт HostCMS 6 19.08.2015 15:05:13",http://shop.albico.by/admin/template/index.php?template_dir_id=1,37.212.211.90
"2015-09-16 11:14:01",admin,"Доступ к модулю ""template"" разрешен",1,"Демонстрационый сайт HostCMS 6 19.08.2015 15:05:13",http://shop.albico.by/admin/template/index.php?template_dir_id=1,37.212.211.90
"2015-09-16 11:14:08",admin,"Доступ к модулю ""template"" разрешен",1,"Демонстрационый сайт HostCMS 6 19.08.2015 15:05:13",http://shop.albico.by/admin/template/index.php?template_dir_id=1&hostcms[checked][1][14]=1,37.212.211.90
"2015-09-16 11:14:27",admin,"Доступ к модулю ""xsl"" разрешен",1,"Демонстрационый сайт HostCMS 6 19.08.2015 15:05:13",http://shop.albico.by/admin/xsl/index.php?hostcms[action]=edit&xsl_dir_id=117&hostcms[checked][1][371]=1&hostcmsMode=blank,37.212.211.90
"2015-09-16 11:15:55",admin,"Доступ к модулю ""xsl"" разрешен",1,"Демонстрационый сайт HostCMS 6 19.08.2015 15:05:13",http://shop.albico.by/admin/xsl/index.php?xsl_dir_id=117&hostcmsMode=blank&hostcms[checked][1][371]=1,37.212.211.90
"2015-09-16 16:10:49",admin,"Доступ к модулю ""template"" разрешен",1,"Демонстрационый сайт HostCMS 6 19.08.2015 15:05:13",http://shop.albico.by/admin/template/index.php,37.212.211.90
"2015-09-16 16:10:54",admin,"Доступ к модулю ""template"" разрешен",1,"Демонстрационый сайт HostCMS 6 19.08.2015 15:05:13",http://shop.albico.by/admin/template/index.php?template_dir_id=1,37.212.211.90
"2015-09-16 16:10:56",admin,"Доступ к модулю ""template"" разрешен",1,"Демонстрационый сайт HostCMS 6 19.08.2015 15:05:13",http://shop.albico.by/admin/template/index.php?template_dir_id=1&template_id=14,37.212.211.90
"2015-09-16 16:11:02",admin,"Доступ к модулю ""template"" разрешен",1,"Демонстрационый сайт HostCMS 6 19.08.2015 15:05:13",http://shop.albico.by/admin/template/index.php?template_dir_id=1&template_id=14,37.212.211.90
"2015-09-16 16:11:14",admin,"Доступ к модулю ""template"" разрешен",1,"Демонстрационый сайт HostCMS 6 19.08.2015 15:05:13",http://shop.albico.by/admin/template/index.php?template_dir_id=1,37.212.211.90
"2015-09-16 16:11:17",admin,"Доступ к модулю ""template"" разрешен",1,"Демонстрационый сайт HostCMS 6 19.08.2015 15:05:13",http://shop.albico.by/admin/template/index.php?template_dir_id=1,37.212.211.90
"2015-09-16 17:34:33",admin,"Доступ к модулю ""structure"" разрешен",1,"Демонстрационый сайт HostCMS 6 19.08.2015 15:05:13",http://shop.albico.by/admin/structure/index.php,37.212.211.90
