"2015-09-15 12:11:01",admin,"Вход в систему управления",4,-,http://shop.albico.by/admin/index.php,37.212.208.90
"2015-09-15 12:11:23",admin,"Доступ к модулю ""xsl"" разрешен",1,"Демонстрационый сайт HostCMS 6 19.08.2015 15:05:13",http://shop.albico.by/admin/xsl/index.php?hostcms[action]=edit&xsl_dir_id=117&hostcms[checked][1][397]=1&hostcmsMode=blank,37.212.208.90
"2015-09-15 12:22:06",admin,"Доступ к модулю ""site"" разрешен",1,"Демонстрационый сайт HostCMS 6 19.08.2015 15:05:13",http://shop.albico.by/admin/site/index.php,37.212.208.90
"2015-09-15 12:22:09",admin,"Доступ к модулю ""site"" разрешен",1,"Демонстрационый сайт HostCMS 6 19.08.2015 15:05:13",http://shop.albico.by/admin/site/index.php,37.212.208.90
"2015-09-15 12:40:43",admin,"Доступ к модулю ""template"" разрешен",1,"Демонстрационый сайт HostCMS 6 19.08.2015 15:05:13",http://shop.albico.by/admin/template/index.php?hostcms[action]=edit&hostcms[checked][1][21]=1&hostcmsMode=blank,37.212.208.90
"2015-09-15 12:42:43",admin,"Доступ к модулю ""template"" разрешен",1,"Демонстрационый сайт HostCMS 6 19.08.2015 15:05:13",http://shop.albico.by/admin/template/index.php,37.212.208.90
"2015-09-15 12:42:45",admin,"Доступ к модулю ""template"" разрешен",1,"Демонстрационый сайт HostCMS 6 19.08.2015 15:05:13",http://shop.albico.by/admin/template/index.php?template_dir_id=1,37.212.208.90
"2015-09-15 12:42:49",admin,"Доступ к модулю ""template"" разрешен",1,"Демонстрационый сайт HostCMS 6 19.08.2015 15:05:13",http://shop.albico.by/admin/template/index.php?template_dir_id=1,37.212.208.90
"2015-09-15 12:43:02",admin,"Доступ к модулю ""template"" разрешен",1,"Демонстрационый сайт HostCMS 6 19.08.2015 15:05:13",http://shop.albico.by/admin/template/index.php?template_dir_id=1,37.212.208.90
"2015-09-15 12:43:04",admin,"Доступ к модулю ""template"" разрешен",1,"Демонстрационый сайт HostCMS 6 19.08.2015 15:05:13",http://shop.albico.by/admin/template/index.php?template_dir_id=1&template_id=14,37.212.208.90
"2015-09-15 12:43:08",admin,"Доступ к модулю ""template"" разрешен",1,"Демонстрационый сайт HostCMS 6 19.08.2015 15:05:13",http://shop.albico.by/admin/template/index.php?template_dir_id=1&template_id=14,37.212.208.90
